,0,807.4,795.2,794.7,797.435,797.675,797.7,796.18,801.2,817.3
0,0,0.001,0.004,0.005,0.01,0.01,0.007,0.005,0.01,0.009
807.4,,0,0.01,0.03,0.005,0.009,0.02,0.03,0.009,0.02
795.2,,,0,0.008,0.009,0.02,0.02,NaN,0.05,0.007
794.7,,,,0,0.02,0.025,0.01,0.008,0.025,0.002
797.435,,,,,0,NaN,0.009,NaN,0.02,0.02
797.675,,,,,,0,NaN,NaN,NaN,NaN
797.7,,,,,,,0,NaN,NaN,NaN
796.18,,,,,,,,0,NaN,NaN
801.2,,,,,,,,,0,NaN
817.3,,,,,,,,,,
